Origin_Country,Age_Arrived,Sex,Years_as_Resident,Native_Language,Target_Language,Education_days,Enrolled_Coruse,Speaking,Written_Understanding
Yugoslavia,26,Female,2,Serbian,German,4,85,523,0.395005
Yugoslavia,36,Female,3,Serbian,Monolingual,3,85,474,0.395005
Yugoslavia,30,Female,2,Serbian,Italian,3,85,488,0.395005
Yugoslavia,36,Male,4,Serbian,Monolingual,3,85,466,0.395005
Yugoslavia,20,Male,2,Serbian,English,3,85,568,0.395005
Yugoslavia,29,Female,3,Serbian,English,4,85,527,0.395005
Yugoslavia,33,Male,7,Serbian,English,4,85,529,0.395005
Yugoslavia,27,Male,7,Serbian,Monolingual,3,85,537,0.395005
Yugoslavia,33,Female,3,Serbian,Monolingual,3,85,519,0.395005
Yugoslavia,20,Male,1,Serbian,Norwegian,3,85,520,0.395005
Yugoslavia,38,Male,3,Serbian,Russian,3,85,529,0.395005
Yugoslavia,40,Female,4,Serbian,Monolingual,3,85,439,0.395005
SerbiaandMontenegro,20,Male,12,Serbian,English,3,89,536,0.395005
Yugoslavia,30,Female,7,Serbian,French,3,85,504,0.395005
Germany,22,Female,3,Serbian,Monolingual,3,101,433,0.395005
Yugoslavia,27,Female,1,Serbian,German,1,85,519,0.395005
Yugoslavia,26,Female,2,Serbian,English,4,85,512,0.395005
SerbiaandMontenegro,26,Female,3,Serbian,Monolingual,3,89,520,0.395005
Yugoslavia,32,Male,3,Serbian,Monolingual,4,85,534,0.395005
Yugoslavia,32,Female,3,Serbian,French,3,85,441,0.395005
Yugoslavia,23,Male,5,Serbian,English,3,85,497,0.395005
Yugoslavia,21,Female,5,Serbian,English,3,85,511,0.395005
Yugoslavia,27,Male,3,Serbian,German,3,85,527,0.395005
Yugoslavia,30,Female,2,Serbian,English,3,85,541,0.395005
Yugoslavia,25,Female,3,Serbian,English,3,85,502,0.395005
Yugoslavia,22,Female,4,Serbian,English,3,85,567,0.395005
Yugoslavia,22,Male,5,Serbian,Russian,3,85,471,0.395005
Yugoslavia,29,Female,3,Serbian,English,3,85,523,0.395005
SerbiaandMontenegro,31,Female,4,Serbian,English,3,89,530,0.395005
Yugoslavia,18,Female,2,Serbian,English,3,85,489,0.395005
Yugoslavia,18,Male,2,Serbian,English,3,85,525,0.395005
Yugoslavia,19,Female,4,Serbian,English,3,85,572,0.395005
Yugoslavia,19,Female,3,Serbian,English,3,85,593,0.395005
Yugoslavia,38,Female,3,Serbian,Monolingual,4,85,438,0.395005
Yugoslavia,25,Male,3,Serbian,English,3,85,545,0.395005
Yugoslavia,37,Male,3,Serbian,Monolingual,3,85,493,0.395005
Yugoslavia,20,Male,4,Serbian,English,1,85,512,0.395005
Yugoslavia,45,Female,3,Serbian,French,4,85,510,0.395005
Yugoslavia,21,Female,3,Serbian,Serbian,3,85,569,0.395005
Yugoslavia,38,Female,4,Serbian,English,4,85,534,0.395005
Yugoslavia,26,Female,1,Serbian,English,4,85,537,0.395005
Yugoslavia,19,Female,4,Serbian,English,3,85,528,0.395005
Yugoslavia,27,Female,3,Serbian,Monolingual,3,85,513,0.395005
Yugoslavia,36,Female,3,Serbian,English,4,85,420,0.395005
Yugoslavia,32,Female,2,Serbian,English,3,85,517,0.395005
Netherlands,19,Male,6,Serbian,Monolingual,3,118,539,0.395005
Yugoslavia,24,Female,7,Serbian,Monolingual,4,85,517,0.395005
Yugoslavia,42,Female,4,Serbian,Monolingual,3,85,491,0.395005
Yugoslavia,32,Male,8,Serbian,English,4,85,549,0.395005
Yugoslavia,21,Female,9,Serbian,Monolingual,3,85,569,0.395005
Yugoslavia,39,Female,0,Serbian,Monolingual,4,85,545,0.395005
Yugoslavia,19,Male,1,Serbian,English,3,85,533,0.395005
Yugoslavia,21,Female,2,Serbian,English,3,85,519,0.395005
Yugoslavia,21,Female,30,Serbian,French,1,85,576,0.395005
Yugoslavia,24,Male,2,Serbian,English,3,85,501,0.395005
Yugoslavia,25,Female,7,Serbian,English,3,85,590,0.395005
Yugoslavia,19,Male,3,Serbian,Monolingual,3,85,491,0.395005
Yugoslavia,28,Female,6,Serbian,English,4,85,531,0.395005
Yugoslavia,26,Female,2,Serbian,Monolingual,1,85,432,0.395005
Yugoslavia,38,Male,2,Serbian,English,4,85,498,0.395005
Yugoslavia,36,Female,5,Serbian,Monolingual,3,85,490,0.395005
Yugoslavia,31,Female,1,Serbian,English,4,85,523,0.395005
Yugoslavia,31,Female,4,Serbian,English,4,85,509,0.395005
SerbiaandMontenegro,26,Female,3,Serbian,English,3,89,525,0.395005
Yugoslavia,22,Female,7,Serbian,German,3,85,605,0.395005
Yugoslavia,39,Female,3,Serbian,Monolingual,3,85,487,0.395005
Yugoslavia,33,Female,3,Serbian,English,3,85,514,0.395005
Yugoslavia,43,Female,3,Serbian,Monolingual,4,85,480,0.395005
Yugoslavia,23,Female,6,Serbian,Russian,3,85,506,0.395005
Yugoslavia,60,Male,5,Serbian,Monolingual,4,85,515,0.395005
Yugoslavia,27,Male,3,Serbian,English,4,85,513,0.395005
USSR,39,Female,2,Serbian,English,3,90,533,0.395005
Czechslowakia,24,Female,2,Slovak,Monolingual,3,90,495,0.381011
Czechslowakia,18,Female,2,Slovak,English,3,90,560,0.381011
Czechslowakia,24,Female,1,Slovak,English,4,90,574,0.381011
Czechslowakia,0,Female,21,Slovak,English,3,90,571,0.381011
Czechslowakia,27,Female,1,Slovak,English,4,90,506,0.381011
Czechslowakia,18,Female,2,Slovak,German,3,90,517,0.381011
Czechslowakia,26,Female,3,Slovak,English,4,90,518,0.381011
Czechslowakia,19,Female,1,Slovak,German,3,90,544,0.381011
Czechslowakia,27,Female,2,Slovak,Monolingual,3,90,513,0.381011
Czechslowakia,24,Female,1,Slovak,English,4,90,522,0.381011
Czechslowakia,23,Female,1,Slovak,German,4,90,511,0.381011
Czechslowakia,24,Female,6,Slovak,English,4,90,593,0.381011
Czechslowakia,52,Female,10,Slovak,English,4,90,509,0.381011
Czechslowakia,21,Female,2,Slovak,German,3,90,581,0.381011
Czechslowakia,24,Female,1,Slovak,English,3,90,540,0.381011
Czechslowakia,25,Female,2,Slovak,English,3,90,537,0.381011
Czechslowakia,26,Female,5,Slovak,English,3,90,507,0.381011
Czechslowakia,26,Female,1,Slovak,German,4,90,551,0.381011
Czechslowakia,24,Female,1,Slovak,English,4,90,586,0.381011
Czechslowakia,19,Female,2,Slovak,German,3,90,498,0.381011
Czechslowakia,21,Female,1,Slovak,German,3,90,562,0.381011
Czechslowakia,30,Male,9,Slovak,English,4,90,516,0.381011
Czechslowakia,22,Female,4,Slovak,English,3,90,545,0.381011
Czechslowakia,25,Female,2,Slovak,English,3,90,541,0.381011
Czechslowakia,21,Female,3,Slovak,Russian,3,90,512,0.381011
Czechslowakia,22,Female,1,Slovak,German,3,90,548,0.381011
Czechslowakia,24,Female,1,Slovak,English,3,90,549,0.381011
Czechslowakia,26,Female,4,Slovak,Czech,4,90,538,0.381011
Czechslowakia,20,Female,1,Slovak,English,3,90,493,0.381011
Czechslowakia,33,Male,3,Slovak,English,4,90,514,0.381011
Czechslowakia,23,Female,4,Slovak,English,3,90,490,0.381011
Czechslowakia,24,Female,1,Slovak,English,3,90,587,0.381011
Czechslowakia,25,Female,3,Slovak,English,3,90,536,0.381011
Czechslowakia,22,Female,3,Slovak,English,3,90,544,0.381011
Yugoslavia,25,Female,3,Slovak,English,1,85,517,0.381011
Czechslowakia,16,Female,1,Slovak,English,2,90,528,0.381011
Czechslowakia,25,Female,1,Slovak,English,4,90,576,0.381011
Czechslowakia,31,Female,1,Slovak,English,3,90,524,0.381011
Czechslowakia,32,Female,2,Slovak,English,1,90,527,0.381011
Czechslowakia,29,Male,2,Slovak,English,4,90,536,0.381011
Czechslowakia,27,Male,4,Slovak,English,3,90,495,0.381011
Czechslowakia,24,Female,4,Slovak,Russian,3,90,503,0.381011
Czechslowakia,25,Female,1,Slovak,English,4,90,574,0.381011
Czechslowakia,24,Female,3,Slovak,English,3,90,552,0.381011
Czechslowakia,29,Female,1,Slovak,German,4,90,492,0.381011
Czechslowakia,26,Female,2,Slovak,Russian,3,90,528,0.381011
Czechslowakia,22,Female,3,Slovak,German,3,90,523,0.381011
Czechslowakia,20,Female,1,Slovak,German,3,90,534,0.381011
Czechslowakia,35,Female,2,Slovak,English,4,90,513,0.381011
Czechslowakia,19,Female,5,Slovak,Russian,1,90,557,0.381011
Czechslowakia,23,Male,1,Slovak,English,4,90,538,0.381011
Czechslowakia,25,Female,1,Slovak,German,4,90,549,0.381011
Yugoslavia,22,Female,3,Slovak,English,3,85,583,0.381011
Czechslowakia,19,Female,9,Slovak,English,3,90,555,0.381011
Yugoslavia,17,Female,3,Slovak,Russian,3,85,545,0.381011
Czechslowakia,23,Female,2,Slovak,German,2,90,533,0.381011
Czechslowakia,25,Female,2,Slovak,Russian,3,90,551,0.381011
Czechslowakia,30,Female,1,Slovak,English,3,90,573,0.381011
Czechslowakia,25,Female,1,Slovak,German,4,90,582,0.381011
Czechslowakia,30,Female,2,Slovak,German,3,90,541,0.381011
Czechslowakia,23,Female,2,Slovak,English,3,90,567,0.381011
Czechslowakia,28,Female,2,Slovak,German,3,90,512,0.381011
Yugoslavia,27,Male,4,Slovak,English,3,85,504,0.381011
Czechslowakia,27,Female,1,Slovak,German,4,90,602,0.381011
Czechslowakia,21,Female,3,Slovak,English,3,90,545,0.381011
Czechslowakia,19,Female,3,Slovak,English,3,90,504,0.381011
Czechslowakia,17,Female,4,Slovak,English,2,90,619,0.381011
Czechslowakia,22,Female,1,Slovak,English,4,90,528,0.381011
Czechslowakia,26,Male,4,Slovak,English,4,90,537,0.381011
Czechslowakia,25,Female,7,Slovak,German,3,90,527,0.381011
Czechslowakia,26,Female,4,Slovak,English,4,90,542,0.381011
Czechslowakia,29,Female,4,Slovak,Monolingual,3,90,471,0.381011
Czechslowakia,25,Female,2,Slovak,Hungarian,3,90,560,0.381011
Czechslowakia,30,Female,1,Slovak,English,4,90,535,0.381011
Czechslowakia,26,Male,1,Slovak,English,4,90,516,0.381011
Czechslowakia,20,Female,1,Slovak,French,3,90,537,0.381011
Czechslowakia,36,Female,16,Slovak,English,4,90,544,0.381011
Czechslowakia,24,Female,3,Slovak,Romansch,3,90,522,0.381011
Czechslowakia,25,Female,1,Slovak,English,4,90,528,0.381011
Czechslowakia,27,Female,1,Slovak,English,4,90,526,0.381011
Czechslowakia,18,Female,2,Slovak,English,3,90,589,0.381011
Czechslowakia,23,Female,2,Slovak,English,3,90,554,0.381011
Czechslowakia,24,Female,1,Slovak,English,4,90,513,0.381011
Czechslowakia,20,Male,3,Slovak,Czech,3,90,562,0.381011
Czechslowakia,22,Female,2,Slovak,German,3,90,560,0.381011
Czechslowakia,39,Female,0,Slovak,Czech,3,90,548,0.381011
Czechslowakia,29,Male,1,Slovak,English,4,90,505,0.381011
Yugoslavia,37,Female,2,Slovak,English,4,85,503,0.381011
Albania,21,Female,3,Slovak,English,3,78,585,0.381011
Czechslowakia,30,Male,2,Slovak,English,4,90,521,0.381011
Czechslowakia,26,Female,1,Slovak,English,4,90,563,0.381011
Czechslowakia,28,Female,5,Slovak,English,1,90,528,0.381011
Czechslowakia,19,Female,3,Slovak,English,3,90,541,0.381011
Czechslowakia,32,Female,2,Slovak,English,1,90,520,0.381011
Czechslowakia,21,Female,4,Slovak,English,3,90,582,0.381011
Czechslowakia,30,Female,2,Slovak,English,3,90,511,0.381011
Czechslowakia,34,Female,2,Slovak,English,4,90,491,0.381011
Czechslowakia,26,Female,6,Slovak,English,4,90,525,0.381011
Czechslowakia,21,Female,14,Slovak,Russian,3,90,492,0.381011
Czechslowakia,29,Female,2,Slovak,German,4,90,550,0.381011
Czechslowakia,22,Female,2,Slovak,English,3,90,532,0.381011
Czechslowakia,29,Female,1,Slovak,German,4,90,523,0.381011
Czechslowakia,24,Female,1,Slovak,Dutch,1,90,557,0.381011
Czechslowakia,28,Female,1,Slovak,Monolingual,3,90,517,0.381011
Czechslowakia,22,Female,1,Slovak,English,3,90,539,0.381011
Czechslowakia,18,Female,2,Slovak,German,3,90,530,0.381011
Czechslowakia,28,Female,2,Slovak,English,3,90,518,0.381011
Czechslowakia,24,Female,2,Slovak,Czech,4,90,488,0.381011
Czechslowakia,31,Female,1,Slovak,English,4,90,533,0.381011
Czechslowakia,23,Female,2,Slovak,English,4,90,548,0.381011
Czechslowakia,31,Female,1,Slovak,English,1,90,539,0.381011
Czechslowakia,34,Female,2,Slovak,German,4,90,521,0.381011
Czechslowakia,28,Female,1,Slovak,English,3,90,546,0.381011
Czechslowakia,44,Female,2,Slovak,German,4,90,513,0.381011
Czechslowakia,24,Female,1,Slovak,German,3,90,630,0.381011
Czechslowakia,23,Female,1,Slovak,English,4,90,517,0.381011
Czechslowakia,22,Female,1,Slovak,German,3,90,510,0.381011
Czechslowakia,25,Female,3,Slovak,English,4,90,579,0.381011
Czechslowakia,27,Female,2,Slovak,English,3,90,524,0.381011
Czechslowakia,20,Female,1,Slovak,German,3,90,546,0.381011
Czechslowakia,26,Female,2,Slovak,English,3,90,502,0.381011
Czechslowakia,30,Female,2,Slovak,English,4,90,531,0.381011
Czechslowakia,24,Female,2,Slovak,English,4,90,532,0.381011
Czechslowakia,23,Female,3,Slovak,Russian,3,90,532,0.381011
Czechslowakia,23,Female,3,Slovak,English,3,90,506,0.381011
Czechslowakia,22,Female,1,Slovak,German,3,90,538,0.381011
Czechslowakia,25,Female,5,Slovak,Monolingual,3,90,527,0.381011
Czechslowakia,26,Female,2,Slovak,German,3,90,506,0.381011
Czechslowakia,23,Female,1,Slovak,English,3,90,602,0.381011
Czechslowakia,28,Male,16,Slovak,English,4,90,521,0.381011
Czechslowakia,24,Female,3,Slovak,English,3,90,547,0.381011
Czechslowakia,26,Female,8,Slovak,English,4,90,545,0.381011
Czechslowakia,24,Female,4,Slovak,English,4,90,568,0.381011
Czechslowakia,19,Female,2,Slovak,English,3,90,519,0.381011
Czechslowakia,24,Female,1,Slovak,English,4,90,528,0.381011
Czechslowakia,28,Female,2,Slovak,English,3,90,547,0.381011
Czechslowakia,24,Female,2,Slovak,English,4,90,537,0.381011
Czechslowakia,40,Female,1,Slovak,German,4,90,541,0.381011
Czechslowakia,21,Female,3,Slovak,Russian,3,90,490,0.381011
Czechslowakia,23,Female,3,Slovak,English,3,90,497,0.381011
Czechslowakia,23,Female,2,Slovak,English,4,90,597,0.381011
Czechslowakia,33,Female,9,Slovak,Polish,4,90,552,0.381011
Czechslowakia,23,Male,1,Slovak,English,4,90,518,0.381011
Czechslowakia,27,Female,1,Slovak,English,4,90,565,0.381011
Czechslowakia,23,Female,2,Slovak,Czech,3,90,553,0.381011
Czechslowakia,26,Female,1,Slovak,English,3,90,527,0.381011
Czechslowakia,25,Female,6,Slovak,Czech,3,90,531,0.381011
Czechslowakia,22,Female,2,Slovak,Hungarian,3,90,503,0.381011
Czechslowakia,27,Female,0,Slovak,English,3,90,611,0.381011
Czechslowakia,25,Female,2,Slovak,German,4,90,506,0.381011
Czechslowakia,25,Female,1,Slovak,Monolingual,3,90,469,0.381011
Czechslowakia,29,Female,1,Slovak,English,3,90,564,0.381011
Czechslowakia,24,Female,1,Slovak,German,3,90,559,0.381011
Czechslowakia,29,Female,0,Slovak,French,4,90,551,0.381011
Czechslowakia,28,Female,6,Slovak,English,4,90,531,0.381011
Czechslowakia,19,Female,2,Slovak,German,3,90,513,0.381011
Angola,16,Male,7,Slovak,Portugese,4,17,320,0.381011
Czechslowakia,20,Female,2,Slovak,English,3,90,578,0.381011
Czechslowakia,21,Female,2,Slovak,English,3,90,513,0.381011
Czechslowakia,21,Female,3,Slovak,French,3,90,545,0.381011
Czechslowakia,28,Female,1,Slovak,English,3,90,537,0.381011
Czechslowakia,29,Female,2,Slovak,English,3,90,584,0.381011
Czechslowakia,23,Female,3,Slovak,Monolingual,3,90,552,0.381011
Czechslowakia,23,Male,3,Slovak,English,4,90,525,0.381011
Czechslowakia,30,Female,3,Slovak,Czech,4,90,515,0.381011
Czechslowakia,23,Female,2,Slovak,Monolingual,3,90,538,0.381011
Czechslowakia,28,Female,5,Slovak,English,4,90,503,0.381011
Czechslowakia,25,Female,2,Slovak,English,3,90,524,0.381011
Czechslowakia,21,Female,2,Slovak,Catalan,3,90,560,0.381011
Czechslowakia,23,Male,1,Slovak,English,3,90,586,0.381011
Czechslowakia,20,Female,3,Slovak,Dutch,3,90,544,0.381011
Czechslowakia,26,Female,1,Slovak,English,4,90,550,0.381011
Czechslowakia,25,Female,2,Slovak,English,3,90,521,0.381011
Yugoslavia,22,Female,4,Slovak,English,3,85,576,0.381011
Czechslowakia,24,Female,1,Slovak,French,1,90,500,0.381011
Czechslowakia,27,Female,1,Slovak,English,3,90,470,0.381011
Czechslowakia,26,Female,2,Slovak,English,4,90,560,0.381011
Czechslowakia,25,Female,16,Slovak,English,4,90,536,0.381011
Yugoslavia,28,Female,1,Slovak,English,3,85,541,0.381011
Czechslowakia,20,Female,2,Slovak,English,3,90,509,0.381011
Czechslowakia,27,Male,5,Slovak,English,4,90,531,0.381011
Czechslowakia,28,Female,2,Slovak,German,3,90,590,0.381011
Czechslowakia,24,Female,2,Slovak,Hungarian,4,90,611,0.381011
Czechslowakia,24,Female,2,Slovak,English,3,90,503,0.381011
Czechslowakia,23,Female,1,Slovak,English,3,90,493,0.381011
Czechslowakia,23,Female,9,Slovak,Monolingual,3,90,522,0.381011
Czechslowakia,23,Female,3,Slovak,English,4,90,579,0.381011
Czechslowakia,22,Female,7,Slovak,Hungarian,3,90,537,0.381011
Czechslowakia,23,Female,3,Slovak,English,3,90,580,0.381011
Czechslowakia,31,Female,3,Slovak,Russian,3,90,487,0.381011
Czechslowakia,24,Male,4,Slovak,Hungarian,3,90,503,0.381011
Czechslowakia,29,Female,2,Slovak,English,4,90,520,0.381011
Czechslowakia,38,Female,4,Slovak,Hungarian,4,90,506,0.381011
Czechslowakia,26,Female,2,Slovak,English,4,90,493,0.381011
Czechslowakia,21,Female,2,Slovak,German,3,90,508,0.381011
Czechslowakia,28,Female,4,Slovak,English,4,90,569,0.381011
Czechslowakia,31,Female,3,Slovak,English,4,90,516,0.381011
Czechslowakia,22,Female,3,Slovak,Monolingual,3,90,521,0.381011
Czechslowakia,28,Female,11,Slovak,Russian,4,90,509,0.381011
Czechslowakia,28,Female,6,Slovak,English,4,90,599,0.381011
Czechslowakia,33,Female,2,Slovak,English,3,90,575,0.381011
Czechslowakia,25,Female,1,Slovak,English,3,90,545,0.381011
Czechslowakia,20,Female,2,Slovak,German,3,90,562,0.381011
Czechslowakia,25,Female,2,Slovak,German,4,90,578,0.381011
Czechslowakia,21,Female,1,Slovak,German,3,90,546,0.381011
Czechslowakia,24,Female,0,Slovak,German,4,90,557,0.381011
Slovakia,24,Female,3,Slovak,English,3,94,510,0.381011
Slovakia,24,Female,2,Slovak,English,3,94,525,0.381011
Slovakia,29,Female,1,Slovak,English,3,94,533,0.381011
Slovakia,25,Female,3,Slovak,English,3,94,540,0.381011
Czechslowakia,19,Female,3,Slovak,English,3,90,586,0.381011
Czechslowakia,19,Female,5,Slovak,English,3,90,566,0.381011
Czechslowakia,24,Male,1,Slovak,English,3,90,543,0.381011
Czechslowakia,25,Female,3,Slovak,English,4,90,475,0.381011
Slovakia,25,Female,4,Slovak,English,3,94,541,0.381011
Slovakia,25,Female,2,Slovak,English,3,94,483,0.381011
Yugoslavia,32,Female,3,Slovak,English,4,85,544,0.381011
Yugoslavia,34,Male,6,Slovak,English,4,85,468,0.381011
Czechslowakia,21,Female,8,Slovak,Monolingual,3,90,549,0.381011
Slovakia,25,Female,1,Slovak,German,3,94,530,0.381011
Slovakia,23,Female,1,Slovak,Hungarian,1,94,469,0.381011
Slovakia,32,Male,0,Slovak,German,4,94,546,0.381011
Slovakia,24,Female,2,Slovak,English,4,94,545,0.381011
Slovakia,33,Male,3,Slovak,English,4,94,507,0.381011
Slovakia,24,Female,1,Slovak,English,2,94,507,0.381011
Slovakia,26,Male,2,Slovak,English,4,94,518,0.381011
Yugoslavia,35,Male,3,Slovak,Monolingual,4,85,504,0.381011
Slovakia,15,Female,8,Slovak,English,3,94,542,0.381011
Czechslowakia,24,Female,1,Slovak,Russian,4,90,586,0.381011
Czechslowakia,24,Female,4,Slovak,Russian,4,90,541,0.381011
Somalia,27,Female,4,Slovak,English,3,8,579,0.381011
Czechslowakia,23,Male,3,Slovak,English,4,90,547,0.381011
Slovakia,24,Female,5,Slovak,English,4,94,535,0.381011
Slovakia,21,Female,3,Slovak,English,3,94,528,0.381011
Czechslowakia,30,Female,2,Slovak,German,4,90,506,0.381011
Slovakia,24,Female,2,Slovak,English,3,94,504,0.381011
Slovakia,28,Female,1,Slovak,English,3,94,496,0.381011
USSR,22,Female,1,Slovak,English,3,90,563,0.381011
Slovakia,24,Female,4,Slovak,English,4,94,534,0.381011
Czechslowakia,36,Female,4,Slovak,English,4,90,527,0.381011
Slovakia,20,Female,1,Slovak,Monolingual,3,94,547,0.381011
Czechslowakia,19,Female,2,Slovak,English,3,90,534,0.381011
Slovakia,26,Female,1,Slovak,English,3,94,546,0.381011
Slovakia,25,Female,5,Slovak,English,3,94,528,0.381011
Slovakia,28,Female,3,Slovak,English,4,94,531,0.381011
Slovakia,24,Female,0,Slovak,Monolingual,3,94,521,0.381011
Czechslowakia,22,Female,0,Slovak,German,3,90,552,0.381011
Yugoslavia,23,Female,1,Slovak,Monolingual,1,85,536,0.381011
Slovakia,23,Female,2,Slovak,German,2,94,546,0.381011
Czechslowakia,31,Female,2,Slovak,English,4,90,514,0.381011
Yugoslavia,42,Female,3,Slovak,Serbian,4,85,463,0.381011
Slovakia,19,Female,1,Slovak,English,3,94,509,0.381011
Slovakia,23,Female,2,Slovak,English,3,94,546,0.381011
Slovakia,33,Female,2,Slovak,German,3,94,536,0.381011
Slovakia,32,Female,4,Slovak,German,4,94,587,0.381011
Slovakia,21,Female,1,Slovak,Czech,3,94,589,0.381011
Slovakia,41,Female,1,Slovak,German,3,94,491,0.381011
Slovakia,24,Female,3,Slovak,English,4,94,543,0.381011
Slovakia,22,Female,7,Slovak,English,3,94,534,0.381011
Slovakia,28,Male,4,Slovak,English,4,94,528,0.381011
Slovakia,24,Female,1,Slovak,English,3,94,510,0.381011
Slovakia,20,Female,3,Slovak,English,4,94,538,0.381011
Slovakia,24,Female,1,Slovak,English,4,94,567,0.381011
Slovakia,21,Female,7,Slovak,English,3,94,541,0.381011
Slovakia,31,Female,1,Slovak,German,4,94,514,0.381011
Slovakia,21,Female,3,Slovak,English,3,94,511,0.381011
Slovakia,22,Female,2,Slovak,English,3,94,562,0.381011
Slovakia,26,Female,5,Slovak,English,4,94,459,0.381011
Czechslowakia,24,Male,3,Slovak,English,4,90,523,0.381011
Slovakia,20,Female,3,Slovak,English,3,94,520,0.381011
Slovakia,27,Female,2,Slovak,German,4,94,534,0.381011
Slovakia,18,Male,9,Slovak,Czech,3,94,527,0.381011
Czechslowakia,18,Female,9,Slovak,English,3,90,548,0.381011
Czechslowakia,27,Female,2,Slovak,English,3,90,525,0.381011
Yugoslavia,28,Female,3,Slovak,English,2,85,500,0.381011
Slovakia,23,Female,1,Slovak,English,2,94,540,0.381011
Slovakia,20,Female,5,Slovak,German,3,94,541,0.381011
Slovakia,24,Female,4,Slovak,Czech,2,94,508,0.381011
Slovakia,29,Male,1,Slovak,English,2,94,457,0.381011
Slovakia,26,Female,1,Slovak,French,4,94,521,0.381011
Slovakia,25,Female,4,Slovak,English,3,94,528,0.381011
Slovakia,23,Female,3,Slovak,Hungarian,3,94,540,0.381011
Slovakia,0,Female,25,Slovak,English,4,94,538,0.381011
Slovakia,16,Female,3,Slovak,English,3,94,545,0.381011
Slovakia,23,Female,1,Slovak,Monolingual,3,94,511,0.381011
Czechslowakia,24,Female,0,Slovak,German,3,90,537,0.381011
Slovakia,26,Female,2,Slovak,English,3,94,538,0.381011
Slovakia,24,Female,2,Slovak,English,3,94,535,0.381011
Slovakia,20,Female,2,Slovak,English,3,94,533,0.381011
Slovakia,24,Female,2,Slovak,English,4,94,584,0.381011
Slovakia,26,Female,3,Slovak,English,3,94,527,0.381011
Czechslowakia,25,Female,2,Slovak,Czech,4,90,561,0.381011
Slovakia,35,Female,1,Slovak,Czech,3,94,530,0.381011
Czechslowakia,28,Female,4,Slovak,English,4,90,534,0.381011
Czechslowakia,33,Female,1,Slovak,German,3,90,521,0.381011
Czechslowakia,21,Female,2,Slovak,English,4,90,536,0.381011
Slovakia,27,Female,4,Slovak,English,3,94,533,0.381011
Slovakia,20,Female,6,Slovak,English,3,94,616,0.381011
Slovakia,29,Male,1,Slovak,English,3,94,550,0.381011
Slovakia,23,Female,2,Slovak,German,3,94,554,0.381011
Slovakia,27,Female,6,Slovak,Czech,3,94,497,0.381011
Slovakia,23,Male,2,Slovak,English,3,94,542,0.381011
Slovakia,25,Male,3,Slovak,English,4,94,533,0.381011
Slovakia,30,Female,1,Slovak,French,4,94,567,0.381011
Slovakia,25,Female,1,Slovak,German,4,94,544,0.381011
Slovakia,27,Female,2,Slovak,German,3,94,526,0.381011
Slovakia,31,Male,5,Slovak,English,4,94,487,0.381011
Slovakia,23,Female,3,Slovak,English,3,94,519,0.381011
Slovakia,21,Male,3,Slovak,English,3,94,569,0.381011
Slovakia,19,Female,3,Slovak,English,3,94,526,0.381011
Slovakia,31,Female,2,Slovak,English,4,94,528,0.381011
Czechslowakia,24,Female,2,Slovak,English,3,90,532,0.381011
Czechslowakia,25,Female,2,Slovak,English,4,90,498,0.381011
Slovakia,22,Male,2,Slovak,English,3,94,565,0.381011
Slovakia,22,Female,2,Slovak,English,3,94,515,0.381011
Slovakia,30,Female,3,Slovak,English,4,94,498,0.381011
Slovakia,25,Female,6,Slovak,English,4,94,534,0.381011
Czechslowakia,20,Female,1,Slovak,English,3,90,610,0.381011
Slovakia,27,Female,6,Slovak,English,4,94,533,0.381011
Slovakia,24,Female,3,Slovak,Hungarian,3,94,502,0.381011
Slovakia,23,Female,1,Slovak,English,4,94,579,0.381011
Slovakia,39,Male,1,Slovak,English,4,94,544,0.381011
Slovakia,27,Male,4,Slovak,English,3,94,530,0.381011
Slovakia,27,Female,0,Slovak,English,4,94,568,0.381011
Czechslowakia,28,Female,2,Slovak,English,3,90,535,0.381011
Slovakia,25,Female,2,Slovak,English,4,94,531,0.381011
Slovakia,30,Female,1,Slovak,English,3,94,508,0.381011
Slovakia,21,Female,2,Slovak,English,3,94,522,0.381011
Slovakia,30,Female,1,Slovak,English,3,94,513,0.381011
Slovakia,28,Female,3,Slovak,English,4,94,517,0.381011
Slovakia,25,Female,3,Slovak,English,3,94,550,0.381011
Slovakia,26,Female,5,Slovak,Czech,4,94,541,0.381011
Czechslowakia,29,Female,1,Slovak,English,4,90,547,0.381011
Yugoslavia,24,Female,0,Slovenian,English,3,85,618,0.3971
Yugoslavia,31,Female,1,Slovenian,English,3,85,531,0.3971
Yugoslavia,25,Male,2,Slovenian,English,3,85,523,0.3971
Yugoslavia,26,Female,1,Slovenian,English,4,85,570,0.3971
Peru,31,Female,1,Slovenian,English,4,85,498,0.3971
Yugoslavia,21,Female,3,Slovenian,English,3,85,562,0.3971
Yugoslavia,25,Male,2,Slovenian,English,3,85,532,0.3971
Yugoslavia,28,Female,1,Slovenian,English,4,85,576,0.3971
Yugoslavia,27,Female,1,Slovenian,English,4,85,513,0.3971
Yugoslavia,29,Female,1,Slovenian,English,1,85,580,0.3971
Yugoslavia,21,Female,2,Slovenian,English,3,85,585,0.3971
Austria,16,Female,12,Slovenian,German,4,100,577,0.3971
BosniaandHerzegovina,13,Female,7,Slovenian,German,3,91,497,0.3971
Yugoslavia,20,Female,1,Slovenian,English,3,85,571,0.3971
